X_id,REC_ID,IMAGEURL,REFURL1,DIRECTION1,REFURL2,DIRECTION2,MAINROAD,CROSSROAD,OBJECTID,REFURL3,DIRECTION3,REFURL4,DIRECTION4,geometry
188,8188,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8188.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8188e.jpg,East,EGLINTON AVE W,27 401 427 EGLINTON E RAMP,188,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8188s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8188w.jpg,West,"c(-79.5674490051473, 43.6739010061109)"
189,8189,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8189.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8189n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8189e.jpg,East,LAWRENCE AVE E,KENNEDY RD,189,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8189s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8189w.jpg,West,"c(-79.2748700008901, 43.7497809959362)"
190,8190,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8190.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8190n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8190e.jpg,East,LAWRENCE AVE E,WARDEN AVE,190,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8190s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8190w.jpg,West,"c(-79.2945790034661, 43.7455579997031)"
191,8191,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8191.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8191n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8191e.jpg,East,SHEPPARD AVE E,404 N SHEPPARD AVE RAMP / YORKLAND RD,191,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8191s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8191w.jpg,West,"c(-79.3378910067079, 43.7756939971651)"
192,8192,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8192.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8192n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8192e.jpg,East,FINCH AVE E,404 S FINCH RAMP,192,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8192s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8192w.jpg,West,"c(-79.3455480014191, 43.7946109966981)"
193,8193,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8193.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8193n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8193e.jpg,East,FINCH AVE W,400 S FINCH W RAMP,193,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8193s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8193w.jpg,West,"c(-79.5327230002816, 43.7538769957631)"
194,8194,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8194.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8194n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8194e.jpg,East,STEELES AVE E,KENNEDY RD,194,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8194s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8194w.jpg,West,"c(-79.3070240017318, 43.8239470013074)"
195,8195,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8195.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8195n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8195e.jpg,East,STEELES AVE W,BATHURST ST,195,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8195s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8195w.jpg,West,"c(-79.4455909992798, 43.7927200071234)"
196,8196,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8196.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8196n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8196e.jpg,East,STEELES AVE W,NORFINCH DR / 400 N FINCH W RAMP,196,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8196s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8196w.jpg,West,"c(-79.5317010027221, 43.7734600036259)"
197,8197,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8197.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8197n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8197e.jpg,East,STEELES AVE W,WESTON RD,197,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8197s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8197w.jpg,West,"c(-79.5462309983191, 43.7702630013888)"
198,8198,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8198.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8198n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8198e.jpg,East,STEELES AVE W,MARTIN GROVE RD,198,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8198s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8198w.jpg,West,"c(-79.6032530015714, 43.7580330101088)"
199,8199,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8199.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8199n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8199e.jpg,East,YONGE ST,KING ST,199,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8199s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8199w.jpg,West,"c(-79.3777979961203, 43.6492570052918)"
200,8200,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8200.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8200n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8200e.jpg,East,YONGE ST,KING ST,200,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8200s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8200w.jpg,West,"c(-79.3778560100493, 43.6492880049747)"
201,8201,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8201.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8201n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8201e.jpg,East,QUEEN ST E,WOODBINE AVE,201,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8201s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8201w.jpg,West,"c(-79.305612000479, 43.6687259993692)"
202,8202,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8202.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8202n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8202e.jpg,East,QUEEN ST E,WOODBINE AVE,202,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8202s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8202w.jpg,West,"c(-79.3059089992216, 43.6686610013541)"
203,8203,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8203.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8203n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8203e.jpg,East,QUEEN ST,KINGSTON RD / EASTERN AVE,203,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8203s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8203w.jpg,West,"c(-79.3128269972601, 43.66706400923)"
204,8204,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8204.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8204n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8204e.jpg,East,QUEEN ST E,LESLIE ST,204,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8204s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8204w.jpg,West,"c(-79.3299989995545, 43.6632320088546)"
205,8205,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8205.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8205n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8205e.jpg,East,QUEEN ST E,BROADVIEW AVE,205,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8205s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8205w.jpg,West,"c(-79.3500040062003, 43.6587690048686)"
206,8206,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8206.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8206n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8206e.jpg,East,QUEEN ST E,BROADVIEW AVE,206,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8206s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8206w.jpg,West,"c(-79.3498740008699, 43.658728004101)"
207,8207,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8207.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8207n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8207e.jpg,East,KINGSTON RD,WOODBINE AVE,207,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8207s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8207w.jpg,West,"c(-79.3077629958218, 43.6739560046614)"
208,8208,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8208.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8208n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8208e.jpg,East,KINGSTON RD,WOODBINE AVE,208,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8208s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8208w.jpg,West,"c(-79.3079389933436, 43.6737470017674)"
209,8209,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8209.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8209n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8209e.jpg,East,DUNDAS ST E,JONES AVE,209,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8209s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8209w.jpg,West,"c(-79.3344880076474, 43.6662360057122)"
210,8210,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8210.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8210n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8210e.jpg,East,BROADVIEW AVE,DUNDAS ST E,210,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8210s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8210w.jpg,West,"c(-79.3511489931235, 43.6624200063065)"
211,8211,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8211.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8211n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8211e.jpg,East,BROADVIEW AVE,DUNDAS ST E,211,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8211s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8211w.jpg,West,"c(-79.3513159948418, 43.662566009357)"
212,8212,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8212.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8212n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8212e.jpg,East,DUNDAS ST E,PARLIAMENT ST,212,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8212s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8212w.jpg,West,"c(-79.366157998329, 43.6594629996268)"
213,8213,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8213.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8213n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8213e.jpg,East,DUNDAS ST E,PARLIAMENT ST,213,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8213s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8213w.jpg,West,"c(-79.3660960038927, 43.6593190045058)"
214,8214,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8214.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8214n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8214e.jpg,East,DANFORTH AVE,WOODBINE AVE,214,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8214s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8214w.jpg,West,"c(-79.3125659968904, 43.6856530043537)"
215,8215,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8215.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8215n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8215e.jpg,East,DANFORTH AVE,BROADVIEW AVE,215,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8215s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8215w.jpg,West,"c(-79.3591560011479, 43.6762440072082)"
216,8216,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8216.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8216n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8216e.jpg,East,DANFORTH AVE,BROADVIEW AVE,216,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8216s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8216w.jpg,West,"c(-79.3590609943736, 43.6762900038671)"
217,8217,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8217.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8217n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8217e.jpg,East,GERRARD ST E,WOODBINE AVE,217,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8217s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8217w.jpg,West,"c(-79.3108340074612, 43.6806780092268)"
218,8218,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8218.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8218n.jpg,North,None,None,BAYVIEW AVE,LAWREN HARRIS SQ,218,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8218s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8218w.jpg,West,"c(-79.3536761944808, 43.6549068295098)"
219,8219,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8219.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8219n.jpg,North,None,None,BAYVIEW AVE,RIVER ST,219,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8219s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8219w.jpg,West,"c(-79.3574727013327, 43.6659232583116)"
220,8220,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8220.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8220n.jpg,North,None,None,BAYVIEW AVE,RIVER ST,220,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8220s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8220w.jpg,West,"c(-79.3572313196213, 43.6657488532651)"
221,8221,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8221.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8221n.jpg,North,None,None,BAYVIEW AVE,ROSEDALE VALLEY RD,221,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8221s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8221w.jpg,West,"c(-79.36020669105, 43.6700879142626)"
222,8222,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8222.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8222n.jpg,North,None,None,BAYVIEW AVE,ROSEDALE VALLEY RD,222,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8222s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8222w.jpg,West,"c(-79.3604163055408, 43.6702507344075)"
223,8223,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8223.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8223n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8223e.jpg,East,BAYVIEW AVE,POTTERY RD,223,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8223s.jpg,South,None,None,"c(-79.3635193843526, 43.6881625336124)"
224,8224,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8224.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8224n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8224e.jpg,East,BAYVIEW AVE,POTTERY RD,224,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8224s.jpg,South,None,None,"c(-79.3634746152559, 43.6877914735415)"
225,8225,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8225.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8225n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8225e.jpg,East,EGLINTON AVE W,ROYAL YORK RD,225,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8225s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8225w.jpg,West,"c(-79.5262258698008, 43.6822823169248)"
226,8226,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8226.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8226n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8226e.jpg,East,EGLINTON AVE W,SCARLETT RD,226,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8226s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8226w.jpg,West,"c(-79.5110450049756, 43.6838620012644)"
227,8227,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8227.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8227n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8227e.jpg,East,EGLINTON AVE W,ISLINGTON AVE,227,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8227s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8227w.jpg,West,"c(-79.538777842106, 43.6797876707112)"
228,8228,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8228.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8228n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8228e.jpg,East,QUEENS PARK,QUEENS PARK CRES W,228,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8228s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8228w.jpg,West,"c(-79.3933573019622, 43.6664589982731)"
229,8229,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8229.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8229n.jpg,North,None,None,QUEENS PARK,HOSKIN AVE,229,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8229s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8229w.jpg,West,"c(-79.3941209922341, 43.6651000023273)"
230,8230,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8230.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8230n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8230e.jpg,East,QUEENS PARK CRES E,WELLESLEY ST,230,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8230s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8230w.jpg,West,"c(-79.3906480060688, 43.6635840038797)"
231,8231,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8231.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8231n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8231e.jpg,East,EGLINTON AVE W,KIPLING AVE,231,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8231s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8231w.jpg,West,"c(-79.5510899939188, 43.6770410028555)"
232,8232,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8232.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8232n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8232e.jpg,East,YONGE ST,BERWICK AVE,232,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8232s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8232w.jpg,West,"c(-79.3976580052819, 43.7040269976501)"
233,8233,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8233.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8233n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8233e.jpg,East,MOUNT PLEASANT RD,BROADWAY AVE,233,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8233s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8233w.jpg,West,"c(-79.3913460026811, 43.7110320003666)"
234,8234,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8234.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8234n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8234e.jpg,East,YONGE ST,BROADWAY AVE / MONTGOMERY AVE,234,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8234s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8234w.jpg,West,"c(-79.3990990096539, 43.7095019969611)"
235,8235,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8235.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8235n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8235e.jpg,East,MOUNT PLEASANT RD,SOUDAN AVE,235,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8235s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8235w.jpg,West,"c(-79.3893795767421, 43.7059930403243)"
236,8236,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8236.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8236n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8236e.jpg,East,PARLIAMENT ST,MILL ST,236,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8236s.jpg,South,None,None,"c(-79.3621960052269, 43.6501020067014)"
