sign_id,X_id,ward_no,longitude,latitude,speed_limit,volume,speed_bin,no_camera_in_radius,prob_high_speed
488,116,4,-79.0940664159134,43.71196743929759,30,87,"[95,100)",FALSE,0.29900998231023546
302,240,11,-79.34566732007079,43.789356539538126,60,42,"[40,45)",TRUE,0.2465580616146326
978,12,2,-79.64901427907171,43.63056152961217,60,16,"[85,90)",FALSE,0.19843852175399662
659,387,11,-79.35696919993498,43.69836512436159,50,50,"[60,65)",TRUE,0.2465580616146326
2611,338,13,-79.08574845618568,43.70383225590922,50,85,"[25,30)",FALSE,0.21606338378041984
2622,336,21,-79.57855979433516,43.621627488499506,40,24,"[85,90)",TRUE,0.17609285484068096
144,237,13,-79.19350048885681,43.76277424795553,60,30,"[30,35)",TRUE,0.21606338378041984
950,362,9,-79.57547946264968,43.66046914188191,30,56,"[20,25)",FALSE,0.2898721339181065
2132,116,25,-79.44314126654062,43.72285835305229,60,36,"[20,25)",TRUE,0.10599813573062421
659,386,2,-79.30438983798959,43.657272916473445,40,11,"[5,10)",FALSE,0.19843852175399662
1961,165,21,-79.30315660531633,43.789625591738144,40,22,"[15,20)",FALSE,0.17609285484068096
416,362,19,-79.0058380540344,43.71913769696839,50,77,"[5,10)",FALSE,0.1704713825136423
978,88,13,-79.6490319530014,43.792724107438694,30,40,"[65,70)",FALSE,0.21606338378041984
2611,63,4,-79.2300637937733,43.72005935553461,40,28,"[85,90)",TRUE,0.29900998231023546
144,318,24,-79.34711721672211,43.7454944322817,50,27,"[70,75)",FALSE,0.13554216166958213
66,116,22,-79.54283189000563,43.769291596440596,30,20,"[85,90)",FALSE,0.2284611279144883
978,84,13,-79.62168865274872,43.64830553769134,60,72,"[85,90)",FALSE,0.21606338378041984
978,11,18,-79.34563756119461,43.776657797675576,40,20,"[35,40)",TRUE,0.2735045649576932
144,117,11,-79.28988117664122,43.71837586327456,40,98,"[30,35)",FALSE,0.2465580616146326
1961,376,20,-79.16038886443712,43.79226022046059,30,52,"[10,15)",FALSE,0.17796507151797414
416,386,10,-79.64705919494155,43.68860126640648,60,94,"[5,10)",TRUE,0.14983852771110834
2622,248,10,-79.12788039406296,43.662549492996185,40,87,"[60,65)",FALSE,0.14983852771110834
2194,84,25,-79.1092680562404,43.70655804923735,30,84,"[45,50)",FALSE,0.10599813573062421
719,63,11,-79.05195979856653,43.62797486330383,60,39,"[100,)",TRUE,0.2465580616146326
978,336,3,-79.11273271897808,43.79661370911635,40,67,"[10,15)",FALSE,0.1690231145825237
488,316,2,-79.26683102105744,43.74716622373089,50,40,"[85,90)",FALSE,0.19843852175399662
667,12,12,-79.0324292663252,43.7604549924843,30,65,"[85,90)",FALSE,0.23205783595331012
1961,208,24,-79.12303321271902,43.66579476390034,30,11,"[85,90)",TRUE,0.13554216166958213
302,375,7,-79.62682744432242,43.660739444196224,60,100,"[15,20)",FALSE,0.16900317068211734
2194,88,3,-79.57888895078796,43.65251289224252,60,6,"[85,90)",FALSE,0.1690231145825237
719,338,9,-79.39653941246216,43.76420227144845,60,78,"[40,45)",FALSE,0.2898721339181065
302,375,24,-79.24402179211611,43.605418275203554,60,68,"[15,20)",FALSE,0.13554216166958213
66,375,11,-79.30212720889831,43.60914435526356,30,75,"[70,75)",FALSE,0.2465580616146326
23,338,16,-79.3768230671878,43.71932972660288,60,40,"[20,25)",TRUE,0.12078052596189082
950,409,15,-79.38701216264162,43.71084993625991,60,12,"[85,90)",FALSE,0.27325429841876026
2611,298,23,-79.32451923863265,43.69053672621958,40,40,"[60,65)",FALSE,0.20431941663846373
416,237,22,-79.14595395103098,43.79576226999052,50,33,"[85,90)",TRUE,0.2284611279144883
978,240,5,-79.57802824904212,43.672417781269175,60,37,"[80,85)",FALSE,0.2390534340403974
144,318,21,-79.3845053323661,43.609398655965926,40,22,"[40,45)",FALSE,0.17609285484068096
2611,186,23,-79.64476556417067,43.74891866436228,30,98,"[40,45)",FALSE,0.20431941663846373
1961,393,15,-79.64106581212255,43.6956325174775,50,97,"[65,70)",FALSE,0.27325429841876026
2132,403,16,-79.44740259971005,43.61478363499045,30,59,"[5,10)",FALSE,0.12078052596189082
719,386,16,-79.05573314116336,43.68841857737861,40,40,"[30,35)",FALSE,0.12078052596189082
2194,250,18,-79.20590465407587,43.736346480716016,40,19,"[85,90)",FALSE,0.2735045649576932
719,386,14,-79.44308584510581,43.72777685481123,30,13,"[45,50)",TRUE,0.2189563052263111
2132,361,19,-79.41068355345634,43.60898840557784,50,64,"[20,25)",FALSE,0.1704713825136423
2611,318,24,-79.43560712727485,43.723629225930196,30,4,"[100,)",FALSE,0.13554216166958213
978,393,6,-79.2859965666663,43.62919021481648,40,47,"[25,30)",TRUE,0.10214000712148846
2611,298,15,-79.2696312827873,43.66064705485478,40,85,"[45,50)",TRUE,0.27325429841876026
164,208,24,-79.04216186110861,43.797961895028124,40,8,"[5,10)",FALSE,0.13554216166958213
488,63,16,-79.23024131701095,43.784580330224706,30,80,"[75,80)",TRUE,0.12078052596189082
2194,338,20,-79.40072216131958,43.729453675448895,40,56,"[85,90)",TRUE,0.17796507151797414
23,21,9,-79.14860648895846,43.72792539256625,30,20,"[85,90)",TRUE,0.2898721339181065
667,361,11,-79.37000408500899,43.67003221833147,40,23,"[55,60)",TRUE,0.2465580616146326
66,248,19,-79.24842754019191,43.670632970379664,50,93,"[60,65)",TRUE,0.1704713825136423
2611,146,15,-79.19731316000689,43.64016255810857,30,23,"[85,90)",FALSE,0.27325429841876026
2622,250,15,-79.06085891523398,43.675699778925626,60,46,"[55,60)",TRUE,0.27325429841876026
488,316,21,-79.56556231731084,43.76709776190109,30,77,"[85,90)",FALSE,0.17609285484068096
66,318,11,-79.27851966128219,43.60929289320484,40,4,"[85,90)",FALSE,0.2465580616146326
488,207,7,-79.62689540820429,43.73239333857782,40,31,"[85,90)",FALSE,0.16900317068211734
2622,146,21,-79.42315690946998,43.690636097826065,40,76,"[50,55)",FALSE,0.17609285484068096
23,21,16,-79.05908771757967,43.66127016916871,60,74,"[55,60)",FALSE,0.12078052596189082
23,237,12,-79.58795173189138,43.673422870086505,60,46,"[85,90)",TRUE,0.23205783595331012
950,234,15,-79.48153037391603,43.64417800302617,60,97,"[30,35)",FALSE,0.27325429841876026
302,240,22,-79.40382758410415,43.76786108282394,50,35,"[20,25)",FALSE,0.2284611279144883
659,234,15,-79.49879223542521,43.777657417813316,30,14,"[85,90)",FALSE,0.27325429841876026
164,116,20,-79.0348340046592,43.622642551036556,50,9,"[95,100)",TRUE,0.17796507151797414
2622,248,2,-79.16360345339635,43.743547956552355,40,10,"[20,25)",FALSE,0.19843852175399662
164,84,8,-79.32776279783575,43.63489984585904,60,43,"[45,50)",FALSE,0.13440989600494505
719,392,21,-79.57682799772593,43.795611455570906,30,23,"[95,100)",FALSE,0.17609285484068096
2611,336,14,-79.06531699589686,43.65983111271635,30,98,"[55,60)",FALSE,0.2189563052263111
66,248,16,-79.55853160317056,43.689620543876664,60,90,"[60,65)",TRUE,0.12078052596189082
2194,162,7,-79.31340378548485,43.61646168730222,40,31,"[85,90)",TRUE,0.16900317068211734
719,234,13,-79.43955367659218,43.791660240897905,30,86,"[5,10)",FALSE,0.21606338378041984
23,375,1,-79.14983798409813,43.611636964324866,30,63,"[30,35)",FALSE,0.23757148133590816
2622,375,2,-79.529186226381,43.75092508806847,50,47,"[95,100)",TRUE,0.19843852175399662
659,176,10,-79.16791013723706,43.68868928621523,30,92,"[10,15)",FALSE,0.14983852771110834
2132,361,3,-79.59809585835319,43.79211680451408,30,66,"[85,90)",TRUE,0.1690231145825237
667,248,1,-79.01315084716771,43.611540059093386,50,40,"[40,45)",FALSE,0.23757148133590816
23,243,18,-79.10567034755368,43.615470255864786,30,6,"[70,75)",FALSE,0.2735045649576932
978,248,10,-79.37015464658616,43.621727054938674,50,42,"[35,40)",FALSE,0.14983852771110834
2132,208,23,-79.37094764172798,43.71789205605164,50,41,"[80,85)",TRUE,0.20431941663846373
1961,181,9,-79.12560470645549,43.74108468070626,40,28,"[40,45)",FALSE,0.2898721339181065
659,248,23,-79.6017900482053,43.67325873924419,50,12,"[85,90)",TRUE,0.20431941663846373
719,338,23,-79.39626408322947,43.73676385390572,60,9,"[85,90)",FALSE,0.20431941663846373
302,162,15,-79.29319726550021,43.74893349241465,50,72,"[60,65)",FALSE,0.27325429841876026
950,17,1,-79.18166689313948,43.72571250987239,40,4,"[100,)",FALSE,0.23757148133590816
667,240,6,-79.49813404419693,43.70625647236593,60,18,"[100,)",FALSE,0.10214000712148846
23,317,25,-79.57460729024606,43.72335811215453,60,21,"[20,25)",FALSE,0.10599813573062421
416,12,2,-79.18636500632856,43.66174016599543,40,42,"[5,10)",TRUE,0.19843852175399662
2611,359,4,-79.2166504230001,43.72825496434234,40,7,"[20,25)",TRUE,0.29900998231023546
144,376,14,-79.31335149073276,43.64129430791363,50,87,"[95,100)",FALSE,0.2189563052263111
719,248,24,-79.5668513865443,43.69354082359932,30,19,"[85,90)",TRUE,0.13554216166958213
659,17,17,-79.03605813696049,43.689043301763014,40,71,"[100,)",FALSE,0.18366153482347725
1961,186,14,-79.15564791902435,43.74236772200093,40,16,"[25,30)",TRUE,0.2189563052263111
23,146,25,-79.50385319817579,43.623345386236906,60,63,"[90,95)",TRUE,0.10599813573062421
2132,240,16,-79.37839926517336,43.736700552515686,40,84,"[100,)",TRUE,0.12078052596189082
302,208,21,-79.281920114276,43.66767950570211,60,52,"[30,35)",FALSE,0.17609285484068096
2622,248,18,-79.39363544172375,43.602508997684346,50,21,"[50,55)",FALSE,0.2735045649576932
23,146,1,-79.39356540130684,43.64392040921375,40,22,"[95,100)",FALSE,0.23757148133590816
2622,361,11,-79.11044419093523,43.660885899327695,40,28,"[35,40)",TRUE,0.2465580616146326
978,336,7,-79.52438265529928,43.647730198642236,40,93,"[75,80)",FALSE,0.16900317068211734
2194,409,7,-79.3060522617423,43.7408466140274,30,70,"[85,90)",FALSE,0.16900317068211734
950,162,17,-79.35358038649429,43.683985450631006,30,53,"[30,35)",FALSE,0.18366153482347725
1961,298,17,-79.40488821526525,43.77560671651736,50,91,"[30,35)",FALSE,0.18366153482347725
2132,240,14,-79.39637428214773,43.601273962482814,60,27,"[85,90)",FALSE,0.2189563052263111
23,319,7,-79.57157491606195,43.753149706404656,50,5,"[75,80)",FALSE,0.16900317068211734
416,316,23,-79.15317833879962,43.73575154449791,40,81,"[85,90)",TRUE,0.20431941663846373
2611,319,1,-79.30605281806784,43.78345746132545,40,14,"[55,60)",FALSE,0.23757148133590816
23,409,4,-79.61535270975438,43.70198745164089,30,81,"[85,90)",FALSE,0.29900998231023546
2611,165,15,-79.46077473217156,43.78744853972457,40,81,"[40,45)",FALSE,0.27325429841876026
978,17,5,-79.13869767942234,43.69654028564692,30,34,"[100,)",FALSE,0.2390534340403974
2622,207,11,-79.41102904463187,43.75517402524128,50,37,"[30,35)",FALSE,0.2465580616146326
719,362,15,-79.37151122008218,43.73492232253775,40,57,"[85,90)",FALSE,0.27325429841876026
23,186,22,-79.16469021036755,43.75674168928526,50,87,"[80,85)",TRUE,0.2284611279144883
667,237,8,-79.1424804650247,43.67129491018132,50,59,"[5,10)",FALSE,0.13440989600494505
164,386,19,-79.4072267463198,43.63315609185957,30,8,"[85,90)",FALSE,0.1704713825136423
719,88,4,-79.16496172538027,43.768566376343365,30,98,"[50,55)",TRUE,0.29900998231023546
2194,359,25,-79.61761510790093,43.64329438712448,50,51,"[85,90)",FALSE,0.10599813573062421
23,359,14,-79.345319961512,43.76851872103288,30,31,"[35,40)",FALSE,0.2189563052263111
2132,51,9,-79.44621011576383,43.62169938897714,60,56,"[85,90)",FALSE,0.2898721339181065
2622,21,13,-79.48205873304978,43.635507171507925,60,62,"[50,55)",FALSE,0.21606338378041984
719,110,22,-79.1939115538029,43.69413896454498,30,52,"[75,80)",TRUE,0.2284611279144883
719,186,3,-79.51526115370217,43.74438869063742,60,26,"[35,40)",FALSE,0.1690231145825237
950,375,10,-79.47420471643564,43.7972853705287,50,70,"[85,90)",TRUE,0.14983852771110834
719,336,8,-79.17656107944204,43.71619039364159,50,94,"[90,95)",TRUE,0.13440989600494505
950,116,22,-79.51324222168188,43.60445762779564,60,35,"[90,95)",FALSE,0.2284611279144883
164,362,10,-79.4642184898723,43.76408283128403,60,67,"[30,35)",FALSE,0.14983852771110834
164,361,8,-79.06017209185521,43.64988147392869,50,92,"[55,60)",TRUE,0.13440989600494505
23,386,3,-79.19073275855044,43.61318484470248,60,71,"[65,70)",FALSE,0.1690231145825237
719,181,14,-79.0351826256956,43.652387257339434,50,5,"[30,35)",TRUE,0.2189563052263111
950,403,11,-79.12559692652431,43.64145649308339,60,59,"[85,90)",FALSE,0.2465580616146326
2194,336,3,-79.28139530739281,43.62477349741385,30,33,"[85,90)",FALSE,0.1690231145825237
2622,11,23,-79.09325545747997,43.720963247912,50,45,"[85,90)",FALSE,0.20431941663846373
2622,243,20,-79.3794743688195,43.67334662056528,60,66,"[50,55)",FALSE,0.17796507151797414
2611,386,16,-79.51168357065181,43.64271921901964,40,56,"[10,15)",FALSE,0.12078052596189082
978,361,5,-79.08248394987314,43.71502971947193,30,81,"[80,85)",TRUE,0.2390534340403974
2611,165,4,-79.37624485320411,43.757956778956576,30,66,"[15,20)",TRUE,0.29900998231023546
488,318,24,-79.04785074407701,43.613720586756244,50,7,"[85,90)",TRUE,0.13554216166958213
659,392,24,-79.2023771926877,43.78919005314819,30,40,"[95,100)",FALSE,0.13554216166958213
659,362,1,-79.05109639358707,43.77793694701977,60,51,"[80,85)",FALSE,0.23757148133590816
950,423,24,-79.64404633361846,43.65557754356414,40,25,"[35,40)",FALSE,0.13554216166958213
950,165,16,-79.0154690296622,43.78323434893973,40,98,"[50,55)",TRUE,0.12078052596189082
488,84,3,-79.5243457575678,43.622588322917004,60,58,"[70,75)",TRUE,0.1690231145825237
1961,361,13,-79.43918636144372,43.69123536972329,30,57,"[40,45)",TRUE,0.21606338378041984
1961,207,12,-79.4347311539692,43.76298128725029,40,90,"[85,90)",FALSE,0.23205783595331012
1961,51,6,-79.5386539950734,43.74957382478751,30,85,"[85,90)",FALSE,0.10214000712148846
659,237,24,-79.55625937988516,43.639062074990946,50,69,"[35,40)",FALSE,0.13554216166958213
2611,181,7,-79.01722441592719,43.67331428988837,30,86,"[85,90)",FALSE,0.16900317068211734
66,207,8,-79.20883506934625,43.74572878330946,30,15,"[40,45)",FALSE,0.13440989600494505
164,409,15,-79.2972405453911,43.69264079770073,60,81,"[70,75)",FALSE,0.27325429841876026
416,51,5,-79.43182368470589,43.68792106602341,30,82,"[100,)",FALSE,0.2390534340403974
23,409,23,-79.53580768454123,43.77235907618888,40,96,"[25,30)",FALSE,0.20431941663846373
950,11,19,-79.13320396078052,43.67989665637724,40,46,"[85,90)",FALSE,0.1704713825136423
2611,88,4,-79.33399736775318,43.69262515930459,30,85,"[85,90)",TRUE,0.29900998231023546
719,12,17,-79.5901354989619,43.72303864089772,40,80,"[30,35)",FALSE,0.18366153482347725
23,240,10,-79.14180926658446,43.65127791687846,50,95,"[85,90)",FALSE,0.14983852771110834
488,392,12,-79.31877387424466,43.71489544054493,40,93,"[50,55)",FALSE,0.23205783595331012
23,298,12,-79.34168303777697,43.63479249803349,50,83,"[35,40)",FALSE,0.23205783595331012
2611,84,11,-79.63743972735247,43.63327282210812,40,8,"[40,45)",TRUE,0.2465580616146326
416,165,20,-79.44458433670225,43.69032728122547,30,28,"[25,30)",FALSE,0.17796507151797414
164,409,25,-79.52902296662796,43.7119016200304,60,58,"[25,30)",FALSE,0.10599813573062421
416,186,24,-79.28579823706532,43.63220813521184,60,50,"[45,50)",FALSE,0.13554216166958213
2611,11,11,-79.02919937614351,43.72652726690285,30,88,"[15,20)",FALSE,0.2465580616146326
66,181,10,-79.5270464783418,43.645744615979496,40,99,"[30,35)",FALSE,0.14983852771110834
66,375,2,-79.11782678839518,43.630745973810555,50,60,"[30,35)",FALSE,0.19843852175399662
144,250,13,-79.43539827773348,43.66473121298477,50,70,"[40,45)",FALSE,0.21606338378041984
2194,359,14,-79.15472873075632,43.72046466488391,40,22,"[5,10)",FALSE,0.2189563052263111
1961,116,15,-79.08671285498421,43.78908291975967,30,54,"[30,35)",FALSE,0.27325429841876026
2622,117,24,-79.11699980018894,43.6276747235097,30,20,"[25,30)",FALSE,0.13554216166958213
66,17,24,-79.26575811229414,43.717685570940375,40,28,"[50,55)",FALSE,0.13554216166958213
488,237,16,-79.33746322970838,43.73313473113812,50,75,"[35,40)",FALSE,0.12078052596189082
2622,181,5,-79.5737040022039,43.75338126458227,50,71,"[100,)",FALSE,0.2390534340403974
667,208,9,-79.04807634664466,43.79240986555814,50,48,"[10,15)",FALSE,0.2898721339181065
978,317,19,-79.4284142779885,43.65241297893226,60,78,"[85,90)",TRUE,0.1704713825136423
488,243,3,-79.13465988439275,43.662142485566434,50,11,"[80,85)",FALSE,0.1690231145825237
719,403,17,-79.39388844650239,43.69837139719166,40,10,"[85,90)",TRUE,0.18366153482347725
2132,234,17,-79.38199056915474,43.63638040786609,40,6,"[85,90)",TRUE,0.18366153482347725
2622,21,2,-79.01927394963568,43.642641520220785,30,86,"[15,20)",FALSE,0.19843852175399662
950,359,15,-79.63388682617807,43.62742231809534,50,65,"[20,25)",TRUE,0.27325429841876026
950,116,7,-79.04846807155991,43.649971379339696,40,81,"[75,80)",FALSE,0.16900317068211734
659,319,11,-79.2686813817476,43.72497757603414,40,98,"[25,30)",FALSE,0.2465580616146326
164,403,7,-79.30448250796181,43.75656202579848,50,89,"[85,90)",FALSE,0.16900317068211734
659,375,20,-79.07875954258489,43.794049102021376,60,3,"[55,60)",FALSE,0.17796507151797414
164,116,10,-79.53882578873309,43.64442087868228,30,42,"[15,20)",FALSE,0.14983852771110834
978,298,24,-79.28521619978129,43.700821553030984,30,86,"[85,90)",TRUE,0.13554216166958213
2194,207,10,-79.05335400091717,43.651957522006704,60,89,"[50,55)",FALSE,0.14983852771110834
978,319,21,-79.01950354803121,43.70310855456628,60,11,"[20,25)",FALSE,0.17609285484068096
659,423,7,-79.54950465436559,43.79544424950145,40,55,"[75,80)",TRUE,0.16900317068211734
66,362,22,-79.13891462035244,43.674596563074736,60,28,"[85,90)",TRUE,0.2284611279144883
66,116,6,-79.0924004868255,43.679100992158055,50,69,"[15,20)",FALSE,0.10214000712148846
302,146,13,-79.38112193099224,43.65955941686407,40,13,"[80,85)",FALSE,0.21606338378041984
667,11,12,-79.34699771055021,43.642946439515796,30,3,"[50,55)",FALSE,0.23205783595331012
2132,317,7,-79.62780518267537,43.61148088253103,30,84,"[95,100)",FALSE,0.16900317068211734
164,162,18,-79.40547658022261,43.78765847138129,40,93,"[5,10)",FALSE,0.2735045649576932
2194,21,18,-79.63994333423908,43.66735766083002,30,68,"[85,90)",TRUE,0.2735045649576932
719,319,3,-79.59572012749268,43.638894659886134,30,77,"[80,85)",FALSE,0.1690231145825237
1961,117,6,-79.2447334788274,43.784171770839016,40,54,"[5,10)",TRUE,0.10214000712148846
66,207,13,-79.22645465014503,43.67397083444521,30,60,"[85,90)",FALSE,0.21606338378041984
488,84,13,-79.16218799338677,43.6936750987079,30,7,"[85,90)",FALSE,0.21606338378041984
23,387,15,-79.3333250784548,43.76879853154532,40,44,"[65,70)",FALSE,0.27325429841876026
2622,392,9,-79.01512687386712,43.70384466764517,30,93,"[85,90)",FALSE,0.2898721339181065
719,84,3,-79.36060157560279,43.74194721453823,30,20,"[70,75)",FALSE,0.1690231145825237
950,146,20,-79.36797586268513,43.77125390721485,30,11,"[65,70)",FALSE,0.17796507151797414
719,51,25,-79.14551754920976,43.73955377414823,30,54,"[30,35)",FALSE,0.10599813573062421
416,423,23,-79.07711838905234,43.62493224740029,50,7,"[55,60)",FALSE,0.20431941663846373
978,237,16,-79.64727210372222,43.663228831626476,50,5,"[85,90)",FALSE,0.12078052596189082
978,403,2,-79.07153989841463,43.658051945082846,50,79,"[85,90)",FALSE,0.19843852175399662
488,12,3,-79.6006437362521,43.63736641090363,50,45,"[85,90)",FALSE,0.1690231145825237
659,392,14,-79.16233194019878,43.60495980200358,40,84,"[40,45)",TRUE,0.2189563052263111
23,316,5,-79.04230431570905,43.64113456555642,30,26,"[80,85)",TRUE,0.2390534340403974
164,298,3,-79.07365713040345,43.61823529228568,40,85,"[40,45)",TRUE,0.1690231145825237
2622,361,10,-79.03614179630532,43.74339984175749,60,78,"[30,35)",TRUE,0.14983852771110834
144,361,24,-79.29184110092466,43.62692464729771,40,43,"[40,45)",FALSE,0.13554216166958213
667,386,20,-79.21950944154524,43.74732343177311,40,87,"[70,75)",FALSE,0.17796507151797414
66,208,25,-79.46421906738543,43.61843226966448,30,58,"[85,90)",TRUE,0.10599813573062421
2132,176,1,-79.51179097099231,43.61209599282593,60,70,"[60,65)",FALSE,0.23757148133590816
978,116,6,-79.51593163236976,43.75710876137018,60,87,"[85,90)",TRUE,0.10214000712148846
2622,12,1,-79.29699045466259,43.675939465826374,60,26,"[85,90)",FALSE,0.23757148133590816
719,240,22,-79.41324822993484,43.63703092858195,60,24,"[50,55)",FALSE,0.2284611279144883
950,12,25,-79.35198544778396,43.77256728289649,50,24,"[85,90)",FALSE,0.10599813573062421
1961,243,8,-79.12221940667368,43.685551879415286,40,45,"[100,)",TRUE,0.13440989600494505
978,243,14,-79.13212414834416,43.6239843018353,30,52,"[85,90)",FALSE,0.2189563052263111
719,318,5,-79.06071620910662,43.641309353569525,30,21,"[85,90)",TRUE,0.2390534340403974
23,298,7,-79.2636087252642,43.756735076894984,60,82,"[35,40)",TRUE,0.16900317068211734
416,116,17,-79.53056568655884,43.74555398402735,30,75,"[60,65)",FALSE,0.18366153482347725
416,84,13,-79.1232597479946,43.70585436727851,30,94,"[30,35)",TRUE,0.21606338378041984
23,403,11,-79.1847175593255,43.66425448488444,30,55,"[85,90)",FALSE,0.2465580616146326
2132,338,25,-79.22041124751559,43.625240742973986,40,15,"[70,75)",FALSE,0.10599813573062421
1961,84,18,-79.38222116034012,43.656516602123155,50,6,"[80,85)",TRUE,0.2735045649576932
416,146,7,-79.23752496313537,43.70191829917021,30,9,"[25,30)",TRUE,0.16900317068211734
950,116,6,-79.43100580504397,43.67779738851823,50,9,"[100,)",TRUE,0.10214000712148846
23,361,10,-79.48927117419663,43.647597128665076,50,89,"[25,30)",TRUE,0.14983852771110834
950,12,1,-79.58883529792075,43.733925592526795,60,94,"[45,50)",TRUE,0.23757148133590816
66,116,24,-79.29341499869479,43.73499421519227,60,40,"[45,50)",FALSE,0.13554216166958213
667,17,25,-79.06975965184392,43.65882376790978,30,39,"[5,10)",TRUE,0.10599813573062421
719,317,18,-79.61241760960547,43.76278592292219,50,14,"[30,35)",FALSE,0.2735045649576932
2132,319,5,-79.00644051554846,43.7207349805627,40,23,"[20,25)",FALSE,0.2390534340403974
2622,162,18,-79.31034421158256,43.706968444027005,30,79,"[20,25)",FALSE,0.2735045649576932
659,393,8,-79.44655131524196,43.710653541143984,50,92,"[50,55)",FALSE,0.13440989600494505
302,387,25,-79.44102791642072,43.70296237436123,50,74,"[40,45)",FALSE,0.10599813573062421
488,386,24,-79.39807352402714,43.7097873353865,50,61,"[100,)",FALSE,0.13554216166958213
2194,88,10,-79.06034670603694,43.72628399361856,60,78,"[90,95)",FALSE,0.14983852771110834
2194,234,18,-79.5188218205818,43.61570497867651,30,80,"[25,30)",FALSE,0.2735045649576932
950,17,25,-79.2602364134742,43.70735535402782,40,82,"[40,45)",FALSE,0.10599813573062421
488,51,5,-79.17687717404915,43.6611364739947,40,94,"[45,50)",FALSE,0.2390534340403974
659,208,16,-79.6494950416498,43.70669169751927,40,40,"[80,85)",FALSE,0.12078052596189082
659,12,16,-79.02007542178035,43.63509375983849,40,36,"[10,15)",FALSE,0.12078052596189082
302,234,16,-79.5289149279357,43.720081188715994,60,60,"[95,100)",FALSE,0.12078052596189082
659,84,23,-79.5938790832879,43.674490672769025,50,98,"[90,95)",TRUE,0.20431941663846373
950,250,9,-79.07437724235933,43.624113015737386,40,61,"[85,90)",FALSE,0.2898721339181065
719,362,20,-79.34955444047228,43.71920449184254,50,89,"[70,75)",FALSE,0.17796507151797414
23,146,13,-79.29698046032573,43.72268814826384,60,10,"[30,35)",FALSE,0.21606338378041984
719,362,13,-79.11429547631414,43.785966800991446,40,93,"[30,35)",FALSE,0.21606338378041984
416,393,25,-79.2369177416782,43.61850095875561,40,20,"[50,55)",TRUE,0.10599813573062421
144,338,3,-79.220712517621,43.71963575137779,30,82,"[55,60)",FALSE,0.1690231145825237
2622,361,9,-79.64713424924994,43.73820947739296,60,95,"[15,20)",TRUE,0.2898721339181065
2194,423,25,-79.35648957649246,43.67389185163192,60,23,"[80,85)",FALSE,0.10599813573062421
416,248,10,-79.34148165973602,43.705873674945906,60,83,"[85,90)",TRUE,0.14983852771110834
950,146,3,-79.17624574804213,43.61870700959116,60,65,"[15,20)",FALSE,0.1690231145825237
2194,362,20,-79.35046917510918,43.72221650639549,60,59,"[65,70)",FALSE,0.17796507151797414
659,376,6,-79.3054549849825,43.66767557547428,30,2,"[25,30)",FALSE,0.10214000712148846
667,423,15,-79.01475197250257,43.70357478391379,50,62,"[50,55)",FALSE,0.27325429841876026
1961,409,19,-79.29030149450992,43.75703888852149,60,24,"[40,45)",FALSE,0.1704713825136423
659,359,5,-79.23131533327978,43.612342317402366,30,36,"[50,55)",FALSE,0.2390534340403974
950,375,12,-79.56990801113426,43.67398159680888,40,11,"[30,35)",FALSE,0.23205783595331012
416,423,24,-79.40242264358095,43.696089337486775,60,83,"[90,95)",FALSE,0.13554216166958213
23,376,9,-79.6269328288152,43.6220320595894,30,73,"[85,90)",TRUE,0.2898721339181065
1961,165,25,-79.15166239513783,43.670015630917625,60,95,"[90,95)",FALSE,0.10599813573062421
66,375,3,-79.58487421739846,43.74828886333853,60,53,"[75,80)",TRUE,0.1690231145825237
66,248,5,-79.04721387149766,43.69236125629395,60,22,"[85,90)",FALSE,0.2390534340403974
950,12,13,-79.06535657037747,43.719032276002686,40,82,"[20,25)",FALSE,0.21606338378041984
2132,117,12,-79.28778387157945,43.61795934727416,50,78,"[20,25)",FALSE,0.23205783595331012
2132,165,1,-79.33699787550141,43.75238058166578,60,69,"[30,35)",FALSE,0.23757148133590816
416,237,7,-79.19085190120386,43.71644071196206,30,71,"[55,60)",TRUE,0.16900317068211734
2622,386,9,-79.08686599720969,43.7122294917237,40,47,"[90,95)",FALSE,0.2898721339181065
719,361,22,-79.21163507621968,43.79474193681963,50,34,"[85,90)",FALSE,0.2284611279144883
1961,21,16,-79.01135543285636,43.668671942129734,30,80,"[25,30)",FALSE,0.12078052596189082
1961,116,2,-79.03017960070865,43.69233230790123,40,10,"[85,90)",TRUE,0.19843852175399662
978,359,21,-79.19568805062445,43.79281723150052,60,49,"[85,90)",TRUE,0.17609285484068096
2194,84,22,-79.40792114214274,43.712793754739685,60,6,"[85,90)",FALSE,0.2284611279144883
416,409,25,-79.19348218323431,43.79221631377004,50,76,"[45,50)",FALSE,0.10599813573062421
416,317,19,-79.02029032779392,43.786571475816885,40,80,"[65,70)",FALSE,0.1704713825136423
1961,117,7,-79.48823066322366,43.67736722235568,40,61,"[100,)",FALSE,0.16900317068211734
23,237,12,-79.12065963285276,43.69147805133834,50,65,"[80,85)",TRUE,0.23205783595331012
164,116,21,-79.55540089163696,43.7266430308111,50,92,"[75,80)",TRUE,0.17609285484068096
488,186,20,-79.46950318114833,43.6520694562234,40,61,"[35,40)",FALSE,0.17796507151797414
719,84,13,-79.4531744290609,43.713341334369034,50,45,"[95,100)",FALSE,0.21606338378041984
302,376,1,-79.62164390607505,43.758055176399644,60,64,"[85,90)",TRUE,0.23757148133590816
